country,influencer,date,arms_transfer_security_aid_assistance,bribery_economic_corruption,diaspora_activation,diplomatic_mediation,diplomatic_recognition,diplomatic_sanction,diplomatic_statement,diplomatic_visit,economic_aid_assistance,intelligence_counterintelligence,investment,joint_security_force_exercise,media_campaign_intervention,political_process_policy_intervention,professional_cultural_exchange,security_cooperation,security_force_facility_presence,surveillance,tech_transfer_investment,trade_agreement_exchange,trade_financial_sanction,transnational_organization_crime,rai_999,total_articles
Belarus,Combined,2016-05-01,3,0,0,0,0,0,0,4,0,2,6,2,1,0,32,3,0,3,2,2,4,0,5432,5496
Belarus,Combined,2016-06-01,0,0,0,0,0,2,0,3,0,1,2,2,0,2,55,4,5,3,2,1,14,1,5871,5968
Belarus,Combined,2016-07-01,1,1,0,0,4,4,0,2,0,0,6,0,0,0,32,1,1,1,1,0,1,1,5371,5427
Belarus,Combined,2016-08-01,3,0,0,0,2,2,0,2,0,0,11,3,0,0,19,1,3,0,0,0,2,0,5923,5971
Belarus,Combined,2016-09-01,2,2,0,0,2,4,3,4,0,0,13,0,1,0,38,3,0,1,0,1,5,0,5852,5931
Belarus,Combined,2016-10-01,2,0,0,0,2,0,0,2,1,0,10,3,1,0,31,3,0,0,3,0,11,1,5518,5588
Belarus,Combined,2016-11-01,6,0,0,0,0,1,2,4,0,0,4,5,5,0,38,4,0,0,2,0,4,0,5271,5346
Belarus,Combined,2016-12-01,2,0,0,0,2,4,3,2,0,1,8,0,3,0,29,7,1,2,1,0,7,0,5795,5867
Belarus,Combined,2017-01-01,1,0,0,0,2,5,2,0,0,0,11,0,2,0,27,2,0,1,1,0,3,1,5777,5835
Belarus,Combined,2017-02-01,1,0,0,0,3,6,2,1,0,0,19,1,0,0,26,5,3,0,0,1,7,0,5827,5902
Belarus,Combined,2017-03-01,1,0,0,0,1,1,6,1,1,0,10,4,0,0,21,5,1,0,2,0,8,0,6861,6923
Belarus,Combined,2017-04-01,7,0,0,0,0,1,5,3,5,0,15,4,1,0,20,4,2,1,1,2,10,0,5566,5647
Belarus,Combined,2017-05-01,1,2,1,0,1,3,1,3,2,0,12,4,0,0,34,1,0,0,1,0,4,0,5347,5417
Belarus,Combined,2017-06-01,8,0,0,0,4,2,1,5,1,0,13,5,0,0,33,4,2,0,2,0,5,0,5552,5637
Belarus,Combined,2017-07-01,3,0,0,0,2,2,4,0,0,0,6,6,0,0,39,1,1,1,1,0,2,0,5222,5290
Belarus,Combined,2017-08-01,1,0,0,0,0,2,1,1,4,1,4,23,1,1,24,2,2,0,2,0,4,1,5953,6027
Belarus,Combined,2017-09-01,3,1,0,0,4,2,0,2,4,0,9,50,1,1,31,2,4,0,1,0,8,0,5543,5666
Belarus,Combined,2017-10-01,2,0,0,0,0,1,0,2,0,0,5,7,1,0,19,1,2,2,0,0,4,0,5612,5658
Belarus,Combined,2017-11-01,0,0,0,0,7,0,1,1,0,1,5,0,2,0,18,3,0,0,1,0,2,1,5645,5687
Belarus,Combined,2017-12-01,3,0,1,0,2,2,2,1,0,0,10,0,2,1,27,1,0,0,0,0,4,0,5473,5529
Belarus,Combined,2018-01-01,2,0,1,0,7,0,0,0,0,0,1,0,1,2,38,0,1,1,1,0,4,0,6475,6534
Belarus,Combined,2018-02-01,1,1,0,0,4,2,0,0,0,1,5,0,4,1,29,1,0,1,2,0,14,0,6379,6445
Belarus,Combined,2018-03-01,0,1,0,0,1,3,0,0,0,0,2,2,1,7,33,3,0,1,1,0,8,0,6739,6802
Belarus,Combined,2018-04-01,2,0,1,0,2,3,0,1,0,0,9,2,2,1,26,5,0,0,2,0,4,0,5784,5844
Belarus,Combined,2018-05-01,0,0,0,0,2,3,0,8,1,0,8,0,2,0,32,1,1,1,0,1,4,0,6018,6082
Belarus,Combined,2018-06-01,1,0,0,0,2,0,2,4,2,0,8,3,0,0,34,1,6,0,4,0,15,0,5907,5989
Belarus,Combined,2018-07-01,1,2,0,0,2,3,0,2,0,0,1,1,0,0,32,1,1,0,1,2,11,0,5700,5760
Belarus,Combined,2018-08-01,1,2,0,0,10,3,2,4,0,0,4,2,1,2,19,2,0,0,0,0,12,0,6335,6399
Belarus,Combined,2018-09-01,0,2,0,0,4,0,1,5,0,1,2,3,0,1,43,2,2,0,1,2,9,1,5648,5727
Belarus,Combined,2018-10-01,2,0,0,0,5,1,1,2,0,0,9,4,1,0,33,5,0,1,0,1,8,0,6756,6829
Belarus,Combined,2018-11-01,1,1,0,0,9,1,2,0,2,0,1,0,0,0,24,3,10,0,1,0,12,0,6364,6431
Belarus,Combined,2018-12-01,1,1,0,0,3,1,1,3,0,0,5,0,8,0,31,0,1,1,2,0,10,1,6141,6210
Belarus,Combined,2019-01-01,2,0,0,0,3,2,4,1,0,0,3,0,0,1,34,2,0,0,1,1,7,0,6083,6144
Belarus,Combined,2019-02-01,3,2,0,0,3,4,5,3,1,0,4,0,0,0,29,3,0,0,2,0,6,0,6235,6300
Belarus,Combined,2019-03-01,1,1,0,0,0,2,4,1,0,0,2,0,3,1,37,2,0,0,2,1,9,0,6759,6825
Belarus,Combined,2019-04-01,0,0,1,0,3,2,3,5,0,0,12,3,0,0,45,1,0,0,1,0,18,0,7158,7252
Belarus,Combined,2019-05-01,0,2,0,0,9,1,0,3,0,0,8,0,1,0,40,0,0,0,1,3,8,0,6600,6676
Belarus,Combined,2019-06-01,0,0,0,0,4,0,2,0,2,0,4,0,0,0,46,4,0,1,2,5,4,0,6929,7003
Belarus,Combined,2019-07-01,0,2,0,0,8,0,0,4,0,1,12,1,0,0,59,6,2,0,2,2,13,1,6910,7023
Belarus,Combined,2019-08-01,0,1,0,0,0,1,0,0,2,0,8,9,3,0,46,3,0,3,0,7,9,0,6947,7039
Belarus,Combined,2019-09-01,3,0,0,0,0,2,3,1,0,1,6,7,1,0,42,6,3,0,1,1,5,0,6821,6903
Belarus,Combined,2019-10-01,1,0,0,0,2,0,3,0,1,1,13,5,3,2,43,5,3,0,1,1,5,0,7582,7671
Belarus,Combined,2019-11-01,4,0,0,0,0,0,4,3,0,0,9,0,1,2,24,3,3,0,1,0,2,0,6658,6714
Belarus,Combined,2019-12-01,2,0,1,0,2,0,0,2,2,0,11,0,0,0,26,3,2,0,1,1,5,0,6778,6836
Belarus,Combined,2020-01-01,0,0,0,0,4,4,0,1,4,0,9,0,0,0,27,0,0,0,2,1,12,0,6270,6334
Belarus,Combined,2020-02-01,0,1,2,0,0,8,1,5,4,0,8,0,3,0,36,2,0,1,1,2,11,0,6176,6261
Belarus,Combined,2020-03-01,2,0,0,0,5,8,1,1,1,0,4,1,0,0,20,6,1,0,0,0,6,0,6895,6951
Belarus,Combined,2020-04-01,1,0,0,0,1,3,1,0,9,0,4,0,1,0,19,1,0,0,0,2,11,0,7594,7647
Belarus,Combined,2020-05-01,1,0,0,0,0,1,0,0,3,0,6,0,3,0,20,0,0,0,0,0,3,1,7201,7239
Belarus,Combined,2020-06-01,0,1,2,0,5,1,1,3,5,0,8,1,2,9,26,1,0,0,0,0,3,1,7327,7396
Belarus,Combined,2020-07-01,2,0,1,0,5,4,3,0,0,0,3,1,3,4,25,3,7,1,2,1,6,0,7744,7815
Belarus,Combined,2020-08-01,0,1,0,0,0,7,20,1,0,0,1,2,2,19,16,2,7,2,1,4,11,0,8966,9062
Belarus,Combined,2020-09-01,0,0,0,0,4,3,14,22,1,2,11,24,5,4,55,8,1,0,1,2,25,0,8568,8750
Belarus,Combined,2020-10-01,0,0,1,0,1,0,2,0,0,1,3,0,0,0,26,8,1,1,0,0,11,0,7863,7918
Belarus,Combined,2020-11-01,0,0,0,0,2,0,2,0,0,0,10,0,2,2,36,1,0,1,1,1,5,0,7818,7881
Belarus,Combined,2020-12-01,0,0,1,0,3,1,1,1,1,0,5,1,0,0,38,2,0,0,0,0,12,0,8139,8205
Belarus,Combined,2021-01-01,1,0,0,0,1,2,2,0,0,0,4,1,0,1,20,1,0,0,0,0,9,0,7101,7143
Belarus,Combined,2021-02-01,3,0,1,0,1,0,2,2,1,0,8,0,1,0,24,1,0,0,2,1,9,1,7299,7356
Belarus,Combined,2021-03-01,0,0,1,0,4,2,0,1,0,0,3,5,0,0,24,2,0,0,2,0,3,0,7879,7926
Belarus,Combined,2021-04-01,1,0,0,0,0,3,3,2,0,0,8,0,1,0,34,1,0,0,2,0,10,0,7579,7644
Belarus,Combined,2021-05-01,0,0,0,0,1,0,6,5,0,0,2,1,1,0,18,4,0,0,1,0,13,0,7816,7868
Belarus,Combined,2021-06-01,3,0,1,0,4,4,5,3,2,0,6,1,1,0,59,10,0,2,0,3,20,0,7534,7658
Belarus,Combined,2021-07-01,1,0,0,0,1,3,0,0,1,0,4,2,0,0,28,0,3,0,1,2,10,0,6390,6446
Belarus,Combined,2021-08-01,0,0,1,0,0,1,5,0,1,0,2,7,2,1,14,4,1,1,1,0,12,0,7399,7452
Belarus,Combined,2021-09-01,12,0,3,0,0,0,1,1,5,1,12,23,2,2,21,2,4,0,3,5,2,0,7155,7254
Belarus,Combined,2021-10-01,2,0,0,0,1,1,0,0,0,0,7,4,2,1,28,1,1,1,0,0,9,0,7135,7193
Belarus,Combined,2021-11-01,0,0,0,0,4,1,10,0,2,0,7,14,1,0,21,6,10,0,0,0,20,2,7237,7335
Belarus,Combined,2021-12-01,1,0,0,0,5,6,6,5,1,0,5,1,1,1,14,6,0,0,2,2,21,0,6449,6526
Belarus,Combined,2022-01-01,1,0,0,0,1,2,20,2,2,0,4,24,1,1,10,5,10,2,0,3,5,0,5808,5901
Belarus,Combined,2022-02-01,8,0,5,6,4,3,19,4,1,0,9,72,1,7,15,23,55,4,1,1,28,0,6557,6823
Belarus,Combined,2022-03-01,3,2,4,2,4,4,18,4,9,0,26,1,8,3,30,16,15,5,4,1,93,0,5638,5890
Belarus,Combined,2022-04-01,2,0,8,2,3,10,17,6,4,1,20,3,8,0,38,17,9,3,10,7,47,2,5311,5528
Belarus,Combined,2022-05-01,5,0,0,0,1,5,8,2,0,1,6,0,1,0,15,4,3,2,2,0,47,0,5264,5366
Belarus,Combined,2022-06-01,5,1,1,0,0,10,9,3,0,0,13,1,1,0,38,10,10,0,6,0,38,0,5066,5212
Belarus,Combined,2022-07-01,1,0,1,0,3,10,8,0,0,1,12,2,0,0,27,6,10,1,0,0,33,1,4800,4916
Belarus,Combined,2022-08-01,2,0,0,0,2,15,6,0,0,1,9,12,2,0,19,9,5,1,1,1,15,0,4793,4893
Belarus,Combined,2022-09-01,1,0,0,1,1,14,2,6,1,0,10,5,0,0,15,10,8,0,5,6,38,0,4582,4705
Belarus,Combined,2022-10-01,10,0,1,1,1,7,26,3,0,1,8,4,1,1,40,16,32,1,1,2,20,0,4860,5036
Belarus,Combined,2022-11-01,6,0,0,0,0,3,7,3,2,0,9,2,2,4,17,12,12,2,1,0,19,1,4494,4596
Belarus,Combined,2022-12-01,7,0,0,0,1,2,20,12,0,0,7,9,1,0,20,17,24,1,5,0,24,0,5120,5270
Belarus,Combined,2023-01-01,5,0,0,0,2,6,10,3,1,0,8,35,0,1,22,10,20,2,3,2,22,0,5136,5288
Belarus,Combined,2023-02-01,4,0,0,0,4,9,19,14,0,3,12,4,1,1,16,13,10,1,2,2,20,0,4904,5039
Belarus,Combined,2023-03-01,9,0,2,2,2,8,19,8,1,4,12,2,1,2,43,45,14,2,3,5,18,1,5692,5895
Belarus,Combined,2023-04-01,9,0,0,0,2,5,7,3,0,3,8,1,0,0,22,34,5,3,3,2,18,0,5519,5644
Belarus,Combined,2023-05-01,10,0,2,1,4,8,8,1,0,0,12,1,1,2,28,37,8,2,3,1,18,0,5784,5931
Belarus,Combined,2023-06-01,13,1,0,2,0,8,37,4,1,3,14,1,1,4,39,55,32,3,2,3,19,1,6565,6808
Belarus,Combined,2023-07-01,4,0,0,0,3,8,26,5,0,1,19,2,2,0,34,24,24,0,1,2,16,0,6260,6431
Belarus,Combined,2023-08-01,3,0,1,0,0,5,11,4,1,3,9,2,2,0,22,22,15,2,1,2,17,0,6484,6606
Belarus,Combined,2023-09-01,1,0,0,0,3,5,8,1,2,0,4,5,1,0,53,6,2,1,2,4,18,1,6233,6350
Belarus,Combined,2023-10-01,1,0,2,0,2,6,7,3,0,2,14,4,0,2,28,9,0,0,2,1,11,0,5818,5912
Belarus,Combined,2023-11-01,6,1,0,1,4,2,2,2,1,0,12,0,0,0,42,2,0,1,0,0,10,0,5519,5605
Belarus,Combined,2023-12-01,0,0,2,1,5,3,6,4,2,3,9,3,1,2,37,8,1,2,3,1,15,0,5602,5710
Belarus,Combined,2024-01-01,3,0,0,0,1,2,2,2,0,0,5,2,1,0,23,8,3,0,0,1,5,0,5554,5612
Belarus,Combined,2024-02-01,0,0,0,0,2,1,0,1,0,0,9,1,1,3,21,3,0,0,2,2,11,0,5888,5945
Belarus,Combined,2024-03-01,0,0,1,0,1,4,2,0,1,0,2,0,0,14,30,3,1,1,2,2,25,0,6007,6096
Belarus,Combined,2024-04-01,3,1,0,0,2,4,3,3,0,0,17,0,2,2,52,6,2,2,2,4,10,0,6203,6318
Belarus,Combined,2024-05-01,1,0,0,0,4,1,4,12,4,1,12,4,3,1,44,17,2,1,4,0,9,0,6083,6207
Belarus,Combined,2024-06-01,4,2,0,0,5,1,5,6,0,0,13,14,0,1,74,9,0,0,1,4,9,0,5927,6075
Belarus,Combined,2024-07-01,1,0,1,0,3,0,3,8,1,3,14,16,3,1,33,10,1,0,1,0,8,1,5986,6094
Belarus,Combined,2024-08-01,0,0,0,0,5,0,3,6,1,1,8,9,4,0,29,23,4,0,3,5,6,0,5290,5397
Belarus,Combined,2024-09-01,1,0,2,0,6,0,0,0,0,0,12,3,1,0,37,20,2,1,2,4,6,0,5569,5666
Belarus,Combined,2024-10-01,2,0,0,0,1,0,6,7,1,0,10,4,0,1,34,11,1,1,2,2,6,0,5806,5895
Belarus,Combined,2024-11-01,3,0,0,0,1,0,0,1,0,0,8,0,2,0,36,6,1,1,3,1,9,0,5620,5692
Belarus,Combined,2024-12-01,0,0,0,0,1,0,0,0,0,0,3,0,0,0,25,9,0,0,1,4,4,0,2537,2584
Belarus,Combined,2025-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,Russia,2012-01-01,0,1,0,0,0,0,0,1,0,0,3,0,1,0,11,2,1,0,1,2,3,0,4384,4410
Belarus,Russia,2012-02-01,1,0,0,0,0,1,2,0,0,0,7,0,1,0,22,1,1,0,0,1,3,0,4890,4930
Belarus,Russia,2012-03-01,0,0,2,0,0,1,3,3,0,0,3,0,0,1,14,4,0,0,0,3,14,0,4914,4962
Belarus,Russia,2012-04-01,0,0,1,0,0,1,0,0,0,1,2,0,0,1,18,2,0,0,0,2,6,0,4277,4311
Belarus,Russia,2012-05-01,1,0,0,0,1,1,1,8,1,0,4,0,0,0,21,3,0,0,0,1,2,0,4647,4691
Belarus,Russia,2012-06-01,0,0,1,0,3,0,2,5,1,0,13,1,0,0,24,2,0,0,1,4,14,0,4849,4920
Belarus,Russia,2012-07-01,0,1,2,0,1,2,1,1,2,1,8,2,0,1,13,2,0,0,0,0,3,0,4858,4898
Belarus,Russia,2012-08-01,1,0,0,0,2,2,4,1,0,0,7,0,0,2,14,2,0,0,0,0,2,0,5533,5570
Belarus,Russia,2012-09-01,1,0,0,0,8,0,0,4,0,0,7,2,1,4,27,1,0,0,1,1,5,0,4943,5005
Belarus,Russia,2012-10-01,0,0,0,0,3,1,1,5,0,0,10,0,1,2,22,4,1,0,0,1,6,0,5693,5750
Belarus,Russia,2012-11-01,0,2,1,0,1,2,1,1,0,0,24,1,1,1,34,2,0,0,1,1,4,0,5981,6058
Belarus,Russia,2012-12-01,4,2,0,0,2,1,1,5,0,1,17,0,1,1,27,1,0,0,1,1,2,0,5603,5670
Belarus,Russia,2013-01-01,1,0,0,0,1,0,0,0,0,0,12,0,1,1,27,5,0,1,0,1,4,0,5813,5867
Belarus,Russia,2013-02-01,0,1,0,0,0,1,0,2,0,0,11,2,0,0,30,1,0,1,2,1,2,0,5463,5517
Belarus,Russia,2013-03-01,1,0,0,0,0,2,0,1,0,0,7,1,0,0,33,1,0,1,0,1,2,0,5754,5804
Belarus,Russia,2013-04-01,2,0,0,0,0,1,2,3,1,0,13,3,1,0,31,6,9,0,2,1,3,1,6038,6117
Belarus,Russia,2013-05-01,0,0,0,0,0,0,0,4,0,0,8,1,0,0,35,4,0,0,1,1,5,0,5107,5166
Belarus,Russia,2013-06-01,1,0,0,0,1,1,1,8,0,0,7,1,1,0,46,5,5,0,0,0,3,0,5274,5354
Belarus,Russia,2013-07-01,1,1,0,0,2,1,0,5,0,0,4,1,0,0,16,0,3,0,1,0,7,0,6359,6401
Belarus,Russia,2013-08-01,0,0,1,0,1,4,0,0,0,0,9,1,0,0,26,5,0,0,0,0,10,0,6520,6577
Belarus,Russia,2013-09-01,0,0,0,0,1,2,1,0,1,0,21,17,1,1,40,5,3,0,1,4,11,0,6837,6946
Belarus,Russia,2013-10-01,4,0,0,0,1,2,0,0,1,0,14,5,1,0,23,1,0,2,2,1,6,0,6884,6947
Belarus,Russia,2013-11-01,1,0,0,0,3,5,1,1,0,1,7,2,0,0,31,3,1,0,0,0,3,0,6636,6695
Belarus,Russia,2013-12-01,2,0,0,0,0,0,0,12,5,1,14,0,2,0,35,1,0,0,0,3,0,0,6257,6332
Belarus,Russia,2014-01-01,4,0,0,0,2,1,1,1,2,1,6,0,2,0,11,2,0,2,0,0,6,0,5903,5944
Belarus,Russia,2014-02-01,0,0,0,0,1,3,2,0,0,0,7,3,2,0,22,4,0,0,0,1,7,0,5633,5685
Belarus,Russia,2014-03-01,3,0,0,0,5,4,2,1,0,1,8,6,1,1,27,2,3,1,0,1,15,1,5728,5810
Belarus,Russia,2014-04-01,2,1,0,0,0,1,10,5,0,2,13,2,1,0,30,9,0,3,0,1,10,0,6140,6230
Belarus,Russia,2014-05-01,2,2,0,0,0,2,5,3,1,0,4,2,8,1,21,2,0,4,1,3,6,0,6442,6509
Belarus,Russia,2014-06-01,2,1,0,0,4,1,1,3,2,0,6,1,1,0,46,3,4,0,1,0,6,2,5934,6018
Belarus,Russia,2014-07-01,5,0,0,0,2,1,0,1,0,0,4,0,1,0,20,4,0,0,0,0,9,0,5233,5280
Belarus,Russia,2014-08-01,1,0,1,0,1,0,2,16,2,0,5,6,2,0,18,0,7,0,0,0,38,0,5119,5218
Belarus,Russia,2014-09-01,0,1,0,0,1,2,3,0,3,0,10,0,1,0,18,5,3,0,0,0,21,2,5172,5242
Belarus,Russia,2014-10-01,7,0,0,0,0,3,0,1,0,0,7,1,2,2,36,3,5,0,1,3,17,0,5374,5462
Belarus,Russia,2014-11-01,2,0,0,0,0,1,0,1,0,0,14,0,0,1,28,4,0,0,1,0,21,1,4799,4873
Belarus,Russia,2014-12-01,1,1,0,0,0,1,1,1,0,1,5,0,2,1,21,8,1,1,0,1,31,0,5597,5674
Belarus,Russia,2015-01-01,1,0,0,0,0,1,2,1,0,0,1,0,0,0,20,1,3,0,1,1,14,0,5237,5283
Belarus,Russia,2015-02-01,5,0,0,0,0,0,9,8,1,0,5,0,2,0,19,5,2,0,1,0,13,1,5529,5600
Belarus,Russia,2015-03-01,1,1,0,0,1,1,1,6,5,0,3,1,1,0,22,1,4,1,2,3,10,1,4984,5049
Belarus,Russia,2015-04-01,5,0,0,0,0,4,3,2,3,0,10,1,2,1,38,3,3,0,0,3,1,1,5421,5501
Belarus,Russia,2015-05-01,3,0,0,0,0,1,2,9,2,0,6,4,1,1,35,3,1,1,3,2,3,0,5023,5100
Belarus,Russia,2015-06-01,2,1,0,0,2,2,5,5,1,0,2,4,2,0,33,2,4,1,1,0,12,0,5365,5444
Belarus,Russia,2015-07-01,0,1,0,0,1,1,0,1,11,0,8,2,0,4,42,0,2,0,0,0,5,0,5448,5526
Belarus,Russia,2015-08-01,3,2,0,0,1,1,4,0,1,1,6,1,0,1,22,1,5,1,3,0,8,0,5030,5091
Belarus,Russia,2015-09-01,1,0,0,0,0,0,2,5,0,1,3,4,1,2,23,2,11,0,1,0,4,1,5538,5599
Belarus,Russia,2015-10-01,4,0,2,0,0,2,2,2,2,0,7,1,0,3,37,7,24,0,1,0,10,0,6073,6177
Belarus,Russia,2015-11-01,2,1,0,0,0,0,0,4,0,1,2,0,0,0,38,2,3,0,0,0,2,0,5308,5363
Belarus,Russia,2015-12-01,2,0,1,0,1,1,0,5,0,1,2,0,0,0,40,4,3,0,0,0,19,0,5332,5411
Belarus,Russia,2016-01-01,0,3,0,0,0,0,1,2,0,0,4,1,0,0,23,1,0,0,2,1,6,0,5001,5045
Belarus,Russia,2016-02-01,2,2,0,0,0,3,2,3,3,0,3,0,1,0,32,3,0,0,0,0,5,0,5514,5573
Belarus,Russia,2016-03-01,1,3,0,0,1,1,0,2,2,0,3,2,2,0,20,2,3,0,0,0,7,2,5931,5982
Belarus,Russia,2016-04-01,4,0,0,0,1,1,3,0,0,0,2,0,2,0,22,2,2,0,0,1,4,0,5884,5928
Belarus,Russia,2016-05-01,3,1,0,0,0,0,0,4,0,2,7,2,1,1,30,3,0,2,2,2,4,0,5432,5496
Belarus,Russia,2016-06-01,1,0,0,0,0,2,0,3,0,1,3,2,0,1,66,4,5,3,1,1,15,1,5859,5968
Belarus,Russia,2016-07-01,1,3,0,0,0,3,1,0,1,0,3,0,0,0,36,1,1,1,1,0,2,1,5372,5427
Belarus,Russia,2016-08-01,4,0,0,0,0,2,0,1,0,0,4,3,0,0,20,0,3,0,0,0,2,0,5932,5971
Belarus,Russia,2016-09-01,3,2,0,0,2,4,3,1,0,0,10,0,1,2,37,2,0,1,0,0,5,0,5858,5931
Belarus,Russia,2016-10-01,2,0,0,0,2,0,0,2,0,0,8,3,1,0,46,5,0,0,2,0,14,1,5502,5588
Belarus,Russia,2016-11-01,6,0,0,0,0,1,2,9,0,0,9,5,5,0,42,3,0,1,1,0,4,0,5258,5346
Belarus,Russia,2016-12-01,2,0,0,0,2,4,3,4,0,1,12,0,3,1,36,4,1,2,2,0,10,0,5780,5867
Belarus,Russia,2017-01-01,1,0,0,0,0,6,1,0,0,0,15,0,3,0,29,4,0,1,1,0,5,1,5768,5835
Belarus,Russia,2017-02-01,2,0,0,0,4,6,2,5,1,0,19,1,0,0,28,4,3,0,0,1,8,1,5817,5902
Belarus,Russia,2017-03-01,1,0,0,0,1,1,6,6,1,0,13,4,0,0,32,5,1,0,2,0,9,0,6841,6923
Belarus,Russia,2017-04-01,7,0,0,0,0,2,4,2,5,0,18,4,2,0,32,3,2,1,1,2,10,0,5552,5647
Belarus,Russia,2017-05-01,1,1,1,0,1,4,1,1,1,0,5,4,0,0,36,0,2,0,0,0,4,0,5355,5417
Belarus,Russia,2017-06-01,8,1,0,0,6,2,2,7,1,0,21,6,0,0,38,4,2,1,2,0,5,0,5531,5637
Belarus,Russia,2017-07-01,4,0,0,0,2,2,4,1,0,0,2,8,0,0,29,3,1,1,2,0,2,0,5229,5290
Belarus,Russia,2017-08-01,0,1,0,0,0,2,1,0,4,1,4,23,1,1,24,3,2,0,2,0,4,2,5952,6027
Belarus,Russia,2017-09-01,3,2,0,0,4,2,0,1,4,0,10,52,1,1,26,3,5,1,0,0,7,0,5544,5666
Belarus,Russia,2017-10-01,2,1,0,0,0,1,0,3,0,0,7,7,2,0,23,1,2,3,0,0,4,0,5602,5658
Belarus,Russia,2017-11-01,0,0,0,0,7,1,1,4,0,0,5,0,2,0,24,3,1,0,0,0,2,1,5636,5687
Belarus,Russia,2017-12-01,3,0,1,0,2,2,2,2,0,0,7,0,2,1,36,2,0,1,0,1,4,0,5463,5529
Belarus,Russia,2018-01-01,2,0,1,0,7,0,0,0,0,0,2,0,1,2,31,0,1,0,1,0,4,0,6482,6534
Belarus,Russia,2018-02-01,1,1,0,0,4,4,2,2,0,1,8,0,4,0,33,1,1,2,1,0,14,0,6366,6445
Belarus,Russia,2018-03-01,0,1,0,0,1,3,0,0,0,0,5,2,1,7,39,3,0,1,0,0,9,0,6730,6802
Belarus,Russia,2018-04-01,1,0,1,0,3,3,0,1,0,0,5,2,2,1,33,2,0,0,2,0,4,0,5784,5844
Belarus,Russia,2018-05-01,0,1,0,0,2,2,0,3,0,0,2,0,2,0,30,1,1,2,1,0,4,0,6031,6082
Belarus,Russia,2018-06-01,3,2,0,0,2,1,3,3,2,0,7,2,1,0,36,0,5,0,1,0,15,0,5906,5989
Belarus,Russia,2018-07-01,1,1,0,0,2,3,0,2,0,0,1,1,0,0,34,0,1,0,0,2,11,0,5701,5760
Belarus,Russia,2018-08-01,1,3,0,0,10,1,2,2,0,0,3,1,1,2,21,1,0,0,0,0,9,0,6342,6399
Belarus,Russia,2018-09-01,0,2,0,0,4,0,1,4,1,1,5,3,1,1,45,2,3,0,1,2,9,1,5641,5727
Belarus,Russia,2018-10-01,3,0,0,0,6,2,1,5,0,0,9,4,3,0,43,6,1,2,0,1,8,0,6735,6829
Belarus,Russia,2018-11-01,1,1,0,0,9,2,3,2,2,0,2,0,0,0,29,3,10,0,1,0,12,0,6354,6431
Belarus,Russia,2018-12-01,1,1,0,0,6,4,1,8,0,0,3,0,8,0,38,0,1,0,0,0,10,0,6129,6210
Belarus,Russia,2019-01-01,2,1,0,0,3,4,4,1,0,0,3,0,1,1,29,1,0,1,1,1,8,0,6083,6144
Belarus,Russia,2019-02-01,3,3,0,0,3,2,6,3,1,0,3,0,0,0,29,5,1,0,2,0,6,0,6233,6300
Belarus,Russia,2019-03-01,1,3,0,0,0,2,4,1,0,0,3,0,3,1,27,2,1,0,1,0,9,0,6767,6825
Belarus,Russia,2019-04-01,1,2,1,0,2,2,3,1,0,0,13,3,0,0,43,2,0,0,2,0,20,0,7157,7252
Belarus,Russia,2019-05-01,0,3,0,0,11,2,2,3,0,0,11,0,1,0,41,3,0,0,1,3,7,0,6588,6676
Belarus,Russia,2019-06-01,1,0,0,0,7,0,2,0,2,0,4,1,0,0,45,4,0,1,1,5,4,1,6925,7003
Belarus,Russia,2019-07-01,0,2,0,0,6,1,0,4,2,1,11,1,0,0,57,6,1,0,3,2,15,1,6910,7023
Belarus,Russia,2019-08-01,0,1,0,0,0,2,3,0,0,0,3,9,3,1,40,3,0,3,0,5,9,0,6957,7039
Belarus,Russia,2019-09-01,4,1,0,0,0,2,3,2,0,1,7,7,1,0,39,5,3,0,1,2,5,0,6820,6903
Belarus,Russia,2019-10-01,1,4,0,0,3,0,3,3,0,1,12,4,3,3,46,6,3,2,2,2,5,0,7568,7671
Belarus,Russia,2019-11-01,4,3,0,0,0,0,5,4,0,0,10,0,1,4,24,6,3,0,1,3,2,0,6644,6714
Belarus,Russia,2019-12-01,2,0,1,0,3,3,3,3,0,0,11,0,0,0,29,3,3,0,1,2,7,0,6765,6836
Belarus,Russia,2020-01-01,1,1,0,0,1,2,0,3,0,0,13,1,0,0,29,1,0,0,0,1,15,0,6266,6334
Belarus,Russia,2020-02-01,0,1,1,0,0,2,2,10,0,0,9,0,3,0,24,1,0,1,0,2,13,0,6192,6261
Belarus,Russia,2020-03-01,2,4,0,0,5,7,2,4,0,0,5,1,0,0,20,6,1,0,1,0,6,0,6887,6951
Belarus,Russia,2020-04-01,1,0,0,0,2,4,1,0,0,0,5,0,1,0,25,1,0,0,0,2,12,0,7593,7647
Belarus,Russia,2020-05-01,1,1,0,0,0,1,1,0,1,0,8,0,3,0,19,2,0,0,0,0,3,0,7199,7239
Belarus,Russia,2020-06-01,0,2,2,0,5,1,2,6,0,0,10,0,2,9,22,1,0,0,0,0,4,0,7330,7396
Belarus,Russia,2020-07-01,2,0,2,0,5,6,3,0,0,0,8,1,2,8,18,3,7,2,0,1,6,0,7741,7815
